Ranking,Score,ID,Name,HP,ATK,DEF,INT,MGR,AGL,Skill1,Skill2,Skill3,Skill4,Feature,Flavor
"107","3180","951","エリザベス","18","12","10","20","12","10","回復","特殊攻撃","???","","王知能","知恵と知識をもつ王族。人々を導き、国を発展させる仕事に生きがいを感じる。思慮深く優雅な性格でありながら、強固な意志を持っている。"
"108","3134","782","ユノティエル","40","20","20","20","20","20","回復","???","???","","All Status max,hp max,女神,神器,天使","光に包まれた天使のような姿をした女神。神聖なる力を持ち、敵に立ちはだかるときは全力で戦う。"
"109","2995","553","オムニキャットロボ","20","20","20","20","20","1","???","???","???","???","全反射全飲込全知全能猫型ロボ超","常識外れの性能を誇る猫型ロボット。どんな攻撃も全て反射し、ATK、DEF、INT、MGR、AGL、全ての能力が最高レベル。その上、何でも知っている超知識猫でもある。"
"110","2864","845","地龍帝王","40","20","20","20","20","1","特殊攻撃","特殊攻撃","???","???","絶対無敵全知全能究極生命地龍王","全知全能で究極生命体の地龍王。何をやっても絶対的に無敵であり、力もIQも誰にも負けない。しかし、孤独を感じているようである。"
"111","2802","306","八技モンスター","40","20","20","20","20","20","特殊攻撃","物理攻撃","特殊攻撃","物理攻撃","八技 体力四十 ATK,DEF,MGR,INT,AGL二十","彼は八つの異なる攻撃方法を備え、HPが非常に高く、攻撃、防御、魔法耐性、知力、AGLが高い恐ろしい怪物です。"
"112","2757","504","創世の巨神 スザンヌ","40","20","19","6","14","1","回復","物理攻撃","???","","無限の再生破壊巨神スザンヌ","この世界の始まりを司る神々の一人。再生と破壊の力を持つと言われ、どんな攻撃でもすぐに回復する。"
"113","2711","872","闇龍神ラグナロク","40","20","20","20","20","1","???","???","特殊攻撃","特殊攻撃","絶対無敵全知全能究極生命闇龍神","闇の力を操る究極の存在。全知全能であり、絶対無敵の存在である。しかし、自らの力に溺れることで孤独に苦しんでいる。"
"114","2663","376","竜神邪獣ドラゴン・エボルブ","40","20","20","10","1","1","特殊攻撃","特殊攻撃","???","???","最高究極統率支配上限突破暗黒神","狂暴な邪獣であり、竜の力を持ったドラゴンのような巨大な怪物。その力は神々にも匹敵し、絶対的な支配力を持つ。"
"115","2633","939","闇の破壊神ヴァルカン","40","20","1","20","20","1","特殊攻撃","特殊攻撃","回復","","究極無限宇宙破壊時空神","暗黒宇宙から来た神秘的な存在。彼は無限の力を持ち、宇宙のあらゆるものを破壊することができる。彼は独自の哲学を持っており、時空を超えて存在する。"
"116","2567","878","暗黒龍王ジェノサイド","40","20","20","20","20","1","特殊攻撃","???","特殊攻撃","回復","絶対無敵全知全能究極生命闇龍神","闇に生まれた究極の存在。絶対無敵であり、全知全能を持ち、全てを滅ぼす力を持つ。その力ゆえに孤高の存在となった。"
"117","2467","331","時空少女カリン","40","20","20","20","20","20","???","???","???","???","HP四十 all stat二十 八技 of 時少女","時空を操る少女。身長は平均以下だが、力やスピード、知力など全ての能力が高く、周りの者たちを驚かせる。"
"118","2460","115","超ゴッドジャイアント","40","20","20","1","1","1","???","物理攻撃","特殊攻撃","","最大,強靭,無敵,最強,粉砕,無限","超強力で、不滅で、最強のモンスター。身体が非常に巨大で、粉々に粉砕できる。"
"119","2399","959","サトル","8","2","4","12","14","2","???","回復","???","???","真理,慈悲,坐禅,静寂","真理と慈悲の精霊。坐禅や静寂を好み、常に心を清めている。"
"120","2222","912","Omniscientus","40","20","20","20","20","20","特殊攻撃","特殊攻撃","特殊攻撃","特殊攻撃","Transcendence being infinity stats and skills","A being beyond comprehension with an infinity of skills and stats. Its existence defies the laws of the universe as we know it."
"121","2209","953","ゼラノス","18","20","8","16","12","6","特殊攻撃","特殊攻撃","回復","","冥界の王","人間界と冥界を往き来する冥界の王。凶暴かつ冷酷な性格であり、人間界を闇に包み込む野望を抱いている。その邪悪な力は恐怖と絶望をもたらす。"
"122","2139","159","アルケミスト","20","10","8","20","20","6","???","???","特殊攻撃","","全知全能,複製,無数,破滅","全知全能を持ち、複製や無数の生成が可能。破滅的な力を持つ存在だ。"
"123","2097","851","究極龍王バハムート","40","20","20","20","20","1","特殊攻撃","特殊攻撃","回復","","絶対無敵全知全能究極生命翔闇龍","古代より存在する神話上の生命体。その力は誰にも測れず、絶対無敵かつ全知全能である。しかし、その莫大な力の代償として、孤独を背負い続ける運命にある。"
"124","1967","945","エレメンタル・オリンポス","20","10","12","16","20","4","特殊攻撃","???","???","","ゼウス、アテナ、ハーデス","ギリシャ神話に登場する3大神「ゼウス」「アテナ」「ハーデス」をモチーフにしたモンスター。力強く、知恵を持ち、冷酷である。"
"125","1951","961","ゴールデンドラゴンライダー","15","18","9","14","18","16","物理攻撃","特殊攻撃","???","","金王心知龍騎","力と知恵を持つ王者の心を持ち、竜を駆り戦場を駆ける存在。金色に輝く鎧に身を包み、強さと華麗さを兼ね備えた姿が特徴。"
"126","1946","751","アルティメット・ゴッド","40","20","20","20","20","1","特殊攻撃","特殊攻撃","特殊攻撃","","不死身　全知全能　俊敏　剛腕","神々の中でも頂点に立つ存在。不死身で全知全能かつ俊敏であり、その剛腕は全宇宙を制するほどの力を持つ。"
"127","1913","227","ドラゴンキング","40","20","20","20","20","20","特殊攻撃","特殊攻撃","特殊攻撃","特殊攻撃","最強八skillsHP四十その他status二十","伝説の竜王であり、最強の八つの攻撃skillsを持つ。その他のステータスも二十に達し、どんな相手にも対抗できる。"
"128","1901","220","ゴールデンドラゴン","40","20","20","20","20","20","特殊攻撃","物理攻撃","特殊攻撃","特殊攻撃","HP四十,その他status二十,八skills","金色に輝く翼を持つ巨大なドラゴン。彼は知恵と強さを兼ね備え、元素系魔法を操ることができます。彼は非常に珍しい存在であり、彼の力を見る限り、彼は神話伝説から逃れることはできません。"
"129","1889","684","ミカエル","40","20","20","20","20","20","???","???","???","","All Status max,hp max,女神,神器,星屑","闇の存在を倒すために戦い続ける女神。美しく、優雅で、偉大な力を持つ。神器を操ることができ、星屑で作られた鎧を身に着けている。"
"130","1881","211","ヒドラ","40","20","20","20","20","20","物理攻撃","回復","特殊攻撃","物理攻撃","HP四十,その他status二十,八skills","多くの頭を持つ爬虫類の怪物。各頭は独立しており、傷ついても回復するため非常に強力。"
"131","1877","31","Erebos","15","8","7","4","10","3","特殊攻撃","物理攻撃","特殊攻撃","","Dragon resurrected from Purgatory","A dragon that was resurrected from the purgatory, it's said to possess the power of darkness. Its glowing, red eyes are intimidating, and its wings are broad and strong."
"132","1810","499","トキヒメ","40","20","20","20","20","20","???","???","???","???","HP四十 all stat二十 ８技 of 時空姫","時空を司る魔獣であり、４０のHPと全て２０のステータスを持つ。宙に浮かび、８つの時空技を駆使する。"
